Date,Title,Topic_CID,Speaker,Text,Seq,Topic_Seq,Speeches_CID,Sitting_Seq
2023-07-06,Actions and Lessons Resulting from SPH Media Trust's Internal Review of Overstated Circulation Numbers,014-002-095-108-002,Mrs Josephine Teo,"Strengthening governance is certainly a big part of it, but we also expect SMT to allocate its own resources accordingly. So, for the time being, there is no specific intention to ring-fence resources for improving governance, but to expect SMT to direct resources towards improving governance. That is part of the expectation.",3,65,014-002-095-108-002-065,78
2023-07-06,Actions and Lessons Resulting from SPH Media Trust's Internal Review of Overstated Circulation Numbers,014-002-095-108-002,Mdm Deputy Speaker,  Mr Gerald Giam.,1,66,014-002-095-108-002-066,79
2023-07-06,Actions and Lessons Resulting from SPH Media Trust's Internal Review of Overstated Circulation Numbers,014-002-095-108-002,Mr Gerald Giam Yean Song (Aljunied),"  Thank you, Madam. Madam, the ARC report stated that the X Barter Deal was not a genuine arrangement. The corresponding revenue and expenses should not have been recognised, and the corresponding circulation numbers should not have been counted. So, my question is, if it was found that the X Barter Deal was not a genuine arrangement, will there be any investigation into the other media company, which was named as ""X"" in the report, and whether they were also inflating their numbers?",1,67,014-002-095-108-002-067,80
2023-07-06,Actions and Lessons Resulting from SPH Media Trust's Internal Review of Overstated Circulation Numbers,014-002-095-108-002,Mr Gerald Giam Yean Song (Aljunied),"Secondly, the Minister said that the question of loss of public funds does not arise. But what kind of accountability has been given to the donors and the clients who had contributed to the NIE Fund on the understanding that they were helping the underprivileged in society but were instead used to shore up the circulation figures for SPH?",2,68,014-002-095-108-002-068,81
2023-07-06,Actions and Lessons Resulting from SPH Media Trust's Internal Review of Overstated Circulation Numbers,014-002-095-108-002,Mrs Josephine Teo,"  Mdm Deputy Speaker, at this point we will not be at liberty to disclose the full range of the Police's investigations. Are they specifically looking to establish liability in the context that Mr Giam described? That is for the Police to decide.",1,69,014-002-095-108-002-069,82
2023-07-06,Actions and Lessons Resulting from SPH Media Trust's Internal Review of Overstated Circulation Numbers,014-002-095-108-002,Mrs Josephine Teo,"On the Member's second question on accountability to the donors and the other parties that made resources available to SPH Limited, the purpose of making full disclosure on the findings is precisely to allow these entities to decide if they want to take further action. So, they can, if they choose to. It is not for us to decide on their behalf.",2,70,014-002-095-108-002-070,83
2023-07-06,Actions and Lessons Resulting from SPH Media Trust's Internal Review of Overstated Circulation Numbers,014-002-095-108-002,Mdm Deputy Speaker,  Mr Leong Mun Wai.,1,71,014-002-095-108-002-071,84
2023-07-06,Actions and Lessons Resulting from SPH Media Trust's Internal Review of Overstated Circulation Numbers,014-002-095-108-002,Mr Leong Mun Wai (Non-Constituency Member),"  Thank you, Mdm Deputy Speaker. I have two supplementary questions for the Minister.",1,72,014-002-095-108-002-072,85
2023-07-06,Actions and Lessons Resulting from SPH Media Trust's Internal Review of Overstated Circulation Numbers,014-002-095-108-002,Mr Leong Mun Wai (Non-Constituency Member),"First, when was the first tranche of the public funds paid out to SPH Media Trust? Was it before or after the completion of the audit committee report?",2,73,014-002-095-108-002-073,86
2023-07-06,Actions and Lessons Resulting from SPH Media Trust's Internal Review of Overstated Circulation Numbers,014-002-095-108-002,Mr Leong Mun Wai (Non-Constituency Member),"Two, can the Minister confirm that the Ministry is not pursuing the responsibility of the past top management of SPH Limited at the moment?",3,74,014-002-095-108-002-074,87
2023-07-06,Actions and Lessons Resulting from SPH Media Trust's Internal Review of Overstated Circulation Numbers,014-002-095-108-002,Mrs Josephine Teo,"  Mdm Deputy Speaker, I believe Mr Leong may not have been in Chamber when I addressed his first question. I can confirm that the Government started disbursing funds to SMT in March 2023. At the time, the ARC had not completed its findings. But the important point to note is that by March 2023, only then, funding arrangements with SMT started, whereas the events in question took place well before March 2023. So, I hope that answers the Member's question.",1,75,014-002-095-108-002-075,88
2023-07-06,Actions and Lessons Resulting from SPH Media Trust's Internal Review of Overstated Circulation Numbers,014-002-095-108-002,,None,1,76,014-002-095-108-002-076,89
2023-07-06,Actions and Lessons Resulting from SPH Media Trust's Internal Review of Overstated Circulation Numbers,014-002-095-108-002,,The second question is whether there will be further action taken against those who had been involved in this incident. That is a matter for the Police to decide. A Police report has been filed. The Police have commenced investigations. The investigations will have to take its full course and then a decision will be taken.,2,77,014-002-095-108-002-077,90
2023-07-06,Actions and Lessons Resulting from SPH Media Trust's Internal Review of Overstated Circulation Numbers,014-002-095-108-002,Mdm Deputy Speaker,  Ms Hany Soh.,1,78,014-002-095-108-002-078,91
2023-07-06,Actions and Lessons Resulting from SPH Media Trust's Internal Review of Overstated Circulation Numbers,014-002-095-108-002,Ms Hany Soh (Marsiling-Yew Tee),"  Thank you, Mdm Deputy Speaker. I have just one supplementary question. Since the revelation of this incident, is MCI keeping track of whether the international standing and the local public's confidence in SMT's products have dipped subsequent to the announcements? And as what the Minister has shared earlier in response to Member Ang Wei Neng, are we seeing a trend of a drop in terms of the reach of their contents and their engagements to our general public at large as well?",1,79,014-002-095-108-002-079,92
2023-07-06,Actions and Lessons Resulting from SPH Media Trust's Internal Review of Overstated Circulation Numbers,014-002-095-108-002,,None,1,80,014-002-095-108-002-080,93
2023-07-06,Actions and Lessons Resulting from SPH Media Trust's Internal Review of Overstated Circulation Numbers,014-002-095-108-002,Mrs Josephine Teo,"  Mdm Deputy Speaker, I thank Ms Soh for her question. It is a very good one. In my engagements with SMT, they are themselves equally concerned if the level of trust that is ascribed to them by the public suffers a loss as a result of this incident. I believe this is a key consideration why SMT has taken great pains to ensure that it has undertaken a full and thorough investigation. It took pains to make the findings public; it took pains to be quite careful about whether there was a potential offence to have been committed and they decided not to take any chances but, instead, to file a Police report. So, the seriousness of this incident and its potential impact on the levels of trust that the public has in SMT and its titles are not lost on its Board as well as the management.",1,81,014-002-095-108-002-081,94
